artist,release
"Hot Chelle Rae","I Like It Like That[RELEASE]"
"New Boyz (2)","I Like It Like That[RELEASE]"
"ちゃんdiz","Bukkake EP[RELEASE]"
"Young Philip","Bukkake EP[RELEASE]"
"ちゃんdiz","Ninja's EP[RELEASE]"
"Young Philip","Ninja's EP[RELEASE]"
"Critical Hitz","Armed And Dangerous[RELEASE]"
"Casio McCombs","Armed And Dangerous[RELEASE]"
"ちゃんdiz","Twitter No Ojiki (Twitter OG)[RELEASE]"
"メガネ","Twitter No Ojiki (Twitter OG)[RELEASE]"
Poohmobil,"遠ざかる[RELEASE]"
"ちゃんdiz","遠ざかる[RELEASE]"
Bonson,"Postanawia Umrzeć[RELEASE]"
KPSN,"Postanawia Umrzeć[RELEASE]"
Rooverb,Insanity[RELEASE]
"Alan Crown",Insanity[RELEASE]
"Alicia Madison",Insanity[RELEASE]
"DJ Tiësto",BOOM[RELEASE]
"Gucci Mane",BOOM[RELEASE]
Sevenn,BOOM[RELEASE]
18andCounting,"ANIMAL SKINS[RELEASE]"
TheOnlyEnsemble,"ANIMAL SKINS[RELEASE]"
Oddisee,"Beneath the Surface (Live)[RELEASE]"
"Good Compny","Beneath the Surface (Live)[RELEASE]"
"Rare Akuma","I Have Killed God With My Fists[RELEASE]"
Kamiyada,"I Have Killed God With My Fists[RELEASE]"
"Rare Akuma","Level 6[RELEASE]"
Zotiyac,"Level 6[RELEASE]"
"Rare Akuma",Slipknot[RELEASE]
Unofrompluto,Slipknot[RELEASE]
Kamiyada,Slipknot[RELEASE]
Gameboysace,Slipknot[RELEASE]
"Yung Bambi",Slipknot[RELEASE]
"Stereo MC's",Boy[RELEASE]
"Jamie Cullum",Boy[RELEASE]
Eminem,River[RELEASE]
"Ed Sheeran",River[RELEASE]
"Estee Nack","Triple Black Diamonds[RELEASE]"
Al.divino,"Triple Black Diamonds[RELEASE]"
"Net Worthy",Worthylogic[RELEASE]
"No Tv No Radio",Worthylogic[RELEASE]
"Vada (7)",Fine[RELEASE]
Olukara,Fine[RELEASE]
"Mops Bebsky","Alfabet Mopsa[RELEASE]"
"DJ Pete (3)","Alfabet Mopsa[RELEASE]"
"Dominique Young Unique","Karate [RELEASE]"
"Mandy Jiroux","Karate [RELEASE]"
"Chris Havok",Tsuki[RELEASE]
Neitosama,Tsuki[RELEASE]
"Jimmy Yitty","Glass Of Chardonnay[RELEASE]"
"The Kount (3)","Glass Of Chardonnay[RELEASE]"
"The Kount (3)","Give It Up[RELEASE]"
"J.Robb (2)","Give It Up[RELEASE]"
"DJ Jazzy Jeff","Summertime (The Mixtape)[RELEASE]"
"Mick Boogie","Summertime (The Mixtape)[RELEASE]"
"Kazpale C. DaVincci","Fever In My Bones[RELEASE]"
"Nelly Furtado","Fever In My Bones[RELEASE]"
Ofenbach,Katchi[RELEASE]
"Nick Waterhouse (2)",Katchi[RELEASE]
"Lil Uzi Vert","The Way Life Goes (Remix)[RELEASE]"
"Nicki Minaj","The Way Life Goes (Remix)[RELEASE]"
"Папа Сэт","Рэпы в Стиле СП-Б[RELEASE]"
"Б.С.К.","Рэпы в Стиле СП-Б[RELEASE]"
"☒",Split1[RELEASE]
Starloma,Split1[RELEASE]
"Napoléon Da Legend","Path Of A Warrior[RELEASE]"
"DJ Doom (2)","Path Of A Warrior[RELEASE]"
"Lege Kale","Lately / The Fall[RELEASE]"
"Ordnry Yngstr","Lately / The Fall[RELEASE]"
"Ordnry Yngstr",Flight[RELEASE]
ROMderful,Flight[RELEASE]
Afra,I.B.B.[RELEASE]
"Incredible Beatbox Band",I.B.B.[RELEASE]
"Young Jeezy","Soul Survivor[RELEASE]"
Akon,"Soul Survivor[RELEASE]"
"Балтийский Клан","Хип-Хоп Арена[RELEASE]"
"Парни Из Провинции","Хип-Хоп Арена[RELEASE]"
"МС Сброд","Хип-Хоп Арена[RELEASE]"
"Vic Spencer","Spencer for Higher[RELEASE]"
SonnyJim,"Spencer for Higher[RELEASE]"
"Oxmo Puccino","Au Pays d'Alice...[RELEASE]"
"Ibrahim Maalouf","Au Pays d'Alice...[RELEASE]"
"Lil B","Legendary Rare Music[RELEASE]"
"Talen Ted","Legendary Rare Music[RELEASE]"
"Haviah Mighty","No Studio[RELEASE]"
"DJ Ill Will","No Studio[RELEASE]"
"Keysha Freshh","Intl Women's Day Cypher[RELEASE]"
"Phoenix Pagliacci","Intl Women's Day Cypher[RELEASE]"
"Haviah Mighty","Intl Women's Day Cypher[RELEASE]"
"Lex Leosis","Intl Women's Day Cypher[RELEASE]"
"Lex Leosis","What's Beef II[RELEASE]"
"The Marine Rapper","What's Beef II[RELEASE]"
"Wonk (3)",Binary[RELEASE]
"The Love Experiment",Binary[RELEASE]
"Snoop Dogg","California Rolll[RELEASE]"
"Stevie Wonder","California Rolll[RELEASE]"
"Tech N9ne","See Me[RELEASE]"
B.O.B,"See Me[RELEASE]"
"Wiz Khalifa","See Me[RELEASE]"
"Tech N9ne",Fragile[RELEASE]
"Kendrick Lamar",Fragile[RELEASE]
"¡Mayday!",Fragile[RELEASE]
"Kendall Morgan",Fragile[RELEASE]
"Beyoncé","Deja Vu[RELEASE]"
Jay-Z,"Deja Vu[RELEASE]"
"Benny (45)","Butcher On Steroids[RELEASE]"
"DJ Green Lantern","Butcher On Steroids[RELEASE]"
"Ras Kass","Downward Spiral[RELEASE]"
"Freddie Foxxx","Downward Spiral[RELEASE]"
Onyx,"Downward Spiral[RELEASE]"
"Kris Wu","18 [RELEASE]"
"Rich Brian","18 [RELEASE]"
"Trippie Redd","18 [RELEASE]"
Baauer,"18 [RELEASE]"
Joji,"18 [RELEASE]"
"Rick Ross",Magnificient[RELEASE]
"John Legend",Magnificient[RELEASE]
"Fundamental (9)","This Time Next Year[RELEASE]"
"Ayatollah Jaxx","This Time Next Year[RELEASE]"
"Good Company (4)","This Time Next Year[RELEASE]"
"Jon Quest","Emcee University (Remixes)[RELEASE]"
"Shade Cobain","Emcee University (Remixes)[RELEASE]"
"Varsity Squad","The Real Adventures Of Jonny Quest (Season 2)[RELEASE]"
"Jon Quest","The Real Adventures Of Jonny Quest (Season 2)[RELEASE]"
"Elley Jeeze","H​.​I​.​T​.​S. (Home Is The Start)[RELEASE]"
"Fundamental (9)","H​.​I​.​T​.​S. (Home Is The Start)[RELEASE]"
Berner,"Drought Season 3[RELEASE]"
"The Jacka","Drought Season 3[RELEASE]"
Diplo,"Look Back[RELEASE]"
D.R.A.M.,"Look Back[RELEASE]"
"Tinashe (2)","Faded Love[RELEASE]"
"Future (4)","Faded Love[RELEASE]"
"Slim Thug",Addicted[RELEASE]
"Kirko Bangz",Addicted[RELEASE]
"Snoop Dogg",Boom[RELEASE]
T-Pain,Boom[RELEASE]
"Snoop Dogg","Gang Bang Rookie[RELEASE]"
"Pilot (13)","Gang Bang Rookie[RELEASE]"
"Snoop Dogg","New Year's Eve[RELEASE]"
"Marty James","New Year's Eve[RELEASE]"
"Phoenix Pagliacci","88 Fly[RELEASE]"
"Lord Quest","88 Fly[RELEASE]"
"Phoenix Pagliacci","Face Of A Phoenix[RELEASE]"
"Sean Armstrong","Face Of A Phoenix[RELEASE]"
Grandtheft,"Easy Go[RELEASE]"
"Delaney Jane","Easy Go[RELEASE]"
Nasihat,Aufstond[RELEASE]
"Son Griot",Aufstond[RELEASE]
Kzaraw,"F.O.M.F (Fuck Out My Face)[RELEASE]"
Nyiam,"F.O.M.F (Fuck Out My Face)[RELEASE]"
Kzaraw,"Level Up[RELEASE]"
Nyiam,"Level Up[RELEASE]"
"Rick Ross","Speedin'[RELEASE]"
"R. Kelly","Speedin'[RELEASE]"
"Rick Ross","The Boss[RELEASE]"
T-Pain,"The Boss[RELEASE]"
Whethan,Savage[RELEASE]
"Flux Pavilion",Savage[RELEASE]
"Max Schneider (5)",Savage[RELEASE]
"Ike Jackson","Dollar Bill[RELEASE]"
"Uni (5)","Dollar Bill[RELEASE]"
"Green Cross",Addicted[RELEASE]
Ondubground,Addicted[RELEASE]
"Toko Furuuchi","A To Xyz/スロウビート[RELEASE]"
Kreva,"A To Xyz/スロウビート[RELEASE]"
"Adam Hoodie",Feelings[RELEASE]
"Shiloh Dynasty",Feelings[RELEASE]
"C.O.S.A. (2)",Somewhere[RELEASE]
"Kid Fresino",Somewhere[RELEASE]
"Waka Flocka Flame","No Hands[RELEASE]"
"Roscoe Dash","No Hands[RELEASE]"
Wale,"No Hands[RELEASE]"
FatiQue,"While You Slept ~ An Ode To The New Day[RELEASE]"
"Ludwig Mausberg","While You Slept ~ An Ode To The New Day[RELEASE]"
Tyga,"I'm On It[RELEASE]"
"Lil Wayne","I'm On It[RELEASE]"
"Hiddn (2)",Shadow[RELEASE]
Rivero,Shadow[RELEASE]
Fabolous,"Throw It In The Bag[RELEASE]"
The-Dream,"Throw It In The Bag[RELEASE]"
"Rico Blox","Stop Frontin'[RELEASE]"
Uness,"Stop Frontin'[RELEASE]"
?-T.Barry,"Musa (Beat Tape)[RELEASE]"
"DJ Manifest (2)","Musa (Beat Tape)[RELEASE]"
"White Barry (3)","Musa 2​.​0 (Beat Tape)[RELEASE]"
"DJ Manifest (2)","Musa 2​.​0 (Beat Tape)[RELEASE]"
"DJ Manifest (2)","DJ Manifest[RELEASE]"
"Green Hypnotic","DJ Manifest[RELEASE]"
"Cyber (12)","DJ Manifest[RELEASE]"
"Julma Henri","Kuollu Kulma[RELEASE]"
"Sairas T","Kuollu Kulma[RELEASE]"
Twista,"Girl Tonite[RELEASE]"
"Trey Songz","Girl Tonite[RELEASE]"
Twista,"Give It Up[RELEASE]"
"Pharrell Williams","Give It Up[RELEASE]"
Twista,"Slow Jamz[RELEASE]"
"Kanye West","Slow Jamz[RELEASE]"
"Jamie Foxx","Slow Jamz[RELEASE]"
Twista,Hope[RELEASE]
"Faith Evans",Hope[RELEASE]
Twista,"So Sexy Chapter II (Like This)[RELEASE]"
"R. Kelly","So Sexy Chapter II (Like This)[RELEASE]"
"Tory Lanez","Real Thing[RELEASE]"
"Future (4)","Real Thing[RELEASE]"
"Logic (27)",Everyday[RELEASE]
"Marshmello (2)",Everyday[RELEASE]
Diplo,"Worry No More[RELEASE]"
"Lil Yachty","Worry No More[RELEASE]"
Santigold,"Worry No More[RELEASE]"
DMX,"Top Shottas / Can I Get A...[RELEASE]"
"Sean Paul","Top Shottas / Can I Get A...[RELEASE]"
"Mr. Vegas","Top Shottas / Can I Get A...[RELEASE]"
Jay-Z,"Top Shottas / Can I Get A...[RELEASE]"
Jinsang,Espresso[RELEASE]
Loka!,Espresso[RELEASE]
"Lucy Weld",Espresso[RELEASE]
"Geezy Loc","514 To 416[RELEASE]"
Boy6lue,"514 To 416[RELEASE]"
Shelz,"Some Time Ago​.​.​.[RELEASE]"
"Vincent Pryce","Some Time Ago​.​.​.[RELEASE]"
"Dirty Stuff","Уrban (The Single)[RELEASE]"
"3XL (6)","Уrban (The Single)[RELEASE]"
"Pusha T",Circles[RELEASE]
Ty$,Circles[RELEASE]
Desiigner,Circles[RELEASE]
"Pusha T","Drug Dealers Anonymous[RELEASE]"
Jay-Z,"Drug Dealers Anonymous[RELEASE]"
"Pöbel MC",Soli-Inkasso[RELEASE]
"Milli Dance",Soli-Inkasso[RELEASE]
"Nicki Minaj",Fly[RELEASE]
Rihanna,Fly[RELEASE]
"Nicki Minaj","The Boys[RELEASE]"
"Cassie (2)","The Boys[RELEASE]"
Rak-Su,Dimelo[RELEASE]
"Wyclef Jean",Dimelo[RELEASE]
"Naughty Boy (3)",Dimelo[RELEASE]
"Sage The Gemini","Gas Pedal[RELEASE]"
IAmSu,"Gas Pedal[RELEASE]"
Fisz,"Numer 1[RELEASE]"
Emade,"Numer 1[RELEASE]"
"Tworzywo Sztuczne","Numer 1[RELEASE]"
Cazwell,"Unzip Me (Remixes)[RELEASE]"
Peaches,"Unzip Me (Remixes)[RELEASE]"
Gonzales,"Late Visitor (GrandBuda Edit) - Break Up To Make Up[RELEASE]"
"P. Morris","Late Visitor (GrandBuda Edit) - Break Up To Make Up[RELEASE]"
Mikumari,"Fine Malt No.7[RELEASE]"
"Owl Beats","Fine Malt No.7[RELEASE]"
"DJ Motion (3)","R.I.P. Tupac - Enter Makaveli (Extended)[RELEASE]"
2Pac,"R.I.P. Tupac - Enter Makaveli (Extended)[RELEASE]"
Aaricia,"All Night[RELEASE]"
GrandBuda,"All Night[RELEASE]"
"Joel Garden","Joel Garden X DijahSB[RELEASE]"
DijahSB,"Joel Garden X DijahSB[RELEASE]"
DAMACHA,GRINDSTUFF[RELEASE]
PETECHEN,GRINDSTUFF[RELEASE]
"P.F. Cuttin'","Show Up! 8 Off[RELEASE]"
Agallah,"Show Up! 8 Off[RELEASE]"
"BlocBoy JB","Look Alive[RELEASE]"
Drake,"Look Alive[RELEASE]"
Prince,"Judas Smile / What It Is[RELEASE]"
"Busta Rhymes","Judas Smile / What It Is[RELEASE]"
Snakehips,"Either Way[RELEASE]"
Anne-Marie,"Either Way[RELEASE]"
"Joey Bada$$","Either Way[RELEASE]"
"Blu (2)",Yes[RELEASE]
Cookbook,Yes[RELEASE]
"She Rockers","Give It A Rest (1990)[RELEASE]"
"Betty Boo","Give It A Rest (1990)[RELEASE]"
"General Degree","Limited (Remix)[RELEASE]"
D.L.,"Limited (Remix)[RELEASE]"
"Drasar Monumental","Connection Series 006: Box Cutter Brothers 5[RELEASE]"
Ayatollah,"Connection Series 006: Box Cutter Brothers 5[RELEASE]"
"Bloom (47)","Doesn't Matter[RELEASE]"
Waerry,"Doesn't Matter[RELEASE]"
"Chrysalis (9)","Doesn't Matter[RELEASE]"
Jidenna,"Classic Man[RELEASE]"
"Roman GianArthur Irvin","Classic Man[RELEASE]"
"Arat Kilo","Visions Of Selam[RELEASE]"
"Mamani Keita","Visions Of Selam[RELEASE]"
"Mike Ladd","Visions Of Selam[RELEASE]"
Bisz,"Ukryte W śniegu[RELEASE]"
Elhuana,"Ukryte W śniegu[RELEASE]"
"Young Mac","I Do Dat[RELEASE]"
ElonSkee,"I Do Dat[RELEASE]"
"Alfred Beach Sandal","ABS + Stuts[RELEASE]"
Stuts,"ABS + Stuts[RELEASE]"
Aru-2,"Tanhâ[RELEASE]"
"Lee (Asano+Ryuhei)","Tanhâ[RELEASE]"
Aru-2,2pac[RELEASE]
"Lee (Asano+Ryuhei)",2pac[RELEASE]
"Nagan Server",Toki[RELEASE]
"Lee (Asano+Ryuhei)",Toki[RELEASE]
"Who's Sane",Focused[RELEASE]
ElonSkee,Focused[RELEASE]
ElonSkee,"We Can Do Dat[RELEASE]"
"Tanya Stephens","We Can Do Dat[RELEASE]"
"Cazzi Opeia","Batman & Robin (Remixes)[RELEASE]"
"Jin X Jin","Batman & Robin (Remixes)[RELEASE]"
Czarface,"Czarface Meets Metal Face[RELEASE]"
"MF Doom","Czarface Meets Metal Face[RELEASE]"
ElonSkee,Baby[RELEASE]
TruthVybez,Baby[RELEASE]
"Young Mac",Baby[RELEASE]
"Generale Q","Ready Or Not[RELEASE]"
Aiza,"Ready Or Not[RELEASE]"
Tede,"Pół Życia Na Żywo[RELEASE]"
"Sir Michu","Pół Życia Na Żywo[RELEASE]"
"Solar (21)","Odliczanie Mixtape[RELEASE]"
"Białas","Odliczanie Mixtape[RELEASE]"
"Generale Q","Outta Luck Freestyle[RELEASE]"
"Young Mac","Outta Luck Freestyle[RELEASE]"
"Young Mac","Feels Like Home[RELEASE]"
ElonSkee,"Feels Like Home[RELEASE]"
"Hua Li","The Bound Feat Pt. 1[RELEASE]"
"Kid Abstrakt",Daydreaming[RELEASE]
"The Deli",Daydreaming[RELEASE]
Curren$y,"Record Deals[RELEASE]"
"Who's Sane","Record Deals[RELEASE]"
"Guidi (2)","La Raison[RELEASE]"
"Who's Sane","La Raison[RELEASE]"
"Roméo Elvis","Morale 2 Luxe[RELEASE]"
"Le Motel","Morale 2 Luxe[RELEASE]"
Ghost2Ghost,"16 Flask[RELEASE]"
Madogarasu,"16 Flask[RELEASE]"
Morbidly-O-Beats,"Gone Fishin'[RELEASE]"
Bakus,"Gone Fishin'[RELEASE]"
Morbidly-O-Beats,Dos[RELEASE]
Bakus,Dos[RELEASE]
Gajah,"Imperfect Angels[RELEASE]"
"Chrono Triggers","Imperfect Angels[RELEASE]"
"Cram (9)","Below The Radar[RELEASE]"
Ill.Sugi,"Below The Radar[RELEASE]"
"DJ Reggie Reg","The Eulogy[RELEASE]"
2Pac,"The Eulogy[RELEASE]"
"Otis Junior",Hemispheres[RELEASE]
"Dr. Dundiff",Hemispheres[RELEASE]
"Jerico (9)","The Kill[RELEASE]"
Zyhkeira,"The Kill[RELEASE]"
Boy6lue,"The Kill[RELEASE]"
"Jamin (3)",Augenring[RELEASE]
"Fid Mella",Augenring[RELEASE]
"Matatabi (3)","Midnight LP[RELEASE]"
madrob_beats,"Midnight LP[RELEASE]"
RZA,"The Worst[RELEASE]"
GZA,"The Worst[RELEASE]"
"Ghostface Killah","The Worst[RELEASE]"
"Ol' Dirty Bastard","The Worst[RELEASE]"
"Inspectah Deck","The Worst[RELEASE]"
Raekwon,"The Worst[RELEASE]"
U-God,"The Worst[RELEASE]"
"Method Man","The Worst[RELEASE]"
"Masta Killa","The Worst[RELEASE]"
RZA,Triumph[RELEASE]
GZA,Triumph[RELEASE]
"Ghostface Killah",Triumph[RELEASE]
"Ol' Dirty Bastard",Triumph[RELEASE]
"Inspectah Deck",Triumph[RELEASE]
Raekwon,Triumph[RELEASE]
U-God,Triumph[RELEASE]
"Method Man",Triumph[RELEASE]
"Masta Killa",Triumph[RELEASE]
RZA,"Return Of The Swarm Vol. 5[RELEASE]"
GZA,"Return Of The Swarm Vol. 5[RELEASE]"
"Ghostface Killah","Return Of The Swarm Vol. 5[RELEASE]"
"Ol' Dirty Bastard","Return Of The Swarm Vol. 5[RELEASE]"
"Inspectah Deck","Return Of The Swarm Vol. 5[RELEASE]"
Raekwon,"Return Of The Swarm Vol. 5[RELEASE]"
U-God,"Return Of The Swarm Vol. 5[RELEASE]"
"Method Man","Return Of The Swarm Vol. 5[RELEASE]"
"Masta Killa","Return Of The Swarm Vol. 5[RELEASE]"
RZA,"Avenging Eagles[RELEASE]"
GZA,"Avenging Eagles[RELEASE]"
"Ol' Dirty Bastard","Avenging Eagles[RELEASE]"
"Inspectah Deck","Avenging Eagles[RELEASE]"
U-God,"Avenging Eagles[RELEASE]"
"Masta Killa","Avenging Eagles[RELEASE]"
RZA,"Enter The Magical Mystery Chambers[RELEASE]"
GZA,"Enter The Magical Mystery Chambers[RELEASE]"
"Ghostface Killah","Enter The Magical Mystery Chambers[RELEASE]"
"Ol' Dirty Bastard","Enter The Magical Mystery Chambers[RELEASE]"
"Inspectah Deck","Enter The Magical Mystery Chambers[RELEASE]"
Raekwon,"Enter The Magical Mystery Chambers[RELEASE]"
U-God,"Enter The Magical Mystery Chambers[RELEASE]"
"Method Man","Enter The Magical Mystery Chambers[RELEASE]"
"Masta Killa","Enter The Magical Mystery Chambers[RELEASE]"
RZA,"Black Gold[RELEASE]"
GZA,"Black Gold[RELEASE]"
"Ghostface Killah","Black Gold[RELEASE]"
"Ol' Dirty Bastard","Black Gold[RELEASE]"
"Inspectah Deck","Black Gold[RELEASE]"
Raekwon,"Black Gold[RELEASE]"
U-God,"Black Gold[RELEASE]"
"Method Man","Black Gold[RELEASE]"
"Masta Killa","Black Gold[RELEASE]"
RZA,"Classic Cuts Live On Stage[RELEASE]"
GZA,"Classic Cuts Live On Stage[RELEASE]"
"Ghostface Killah","Classic Cuts Live On Stage[RELEASE]"
"Ol' Dirty Bastard","Classic Cuts Live On Stage[RELEASE]"
"Inspectah Deck","Classic Cuts Live On Stage[RELEASE]"
Raekwon,"Classic Cuts Live On Stage[RELEASE]"
U-God,"Classic Cuts Live On Stage[RELEASE]"
"Method Man","Classic Cuts Live On Stage[RELEASE]"
"Masta Killa","Classic Cuts Live On Stage[RELEASE]"
RZA,"Say What You Want (All Day Everyday)[RELEASE]"
GZA,"Say What You Want (All Day Everyday)[RELEASE]"
"Ghostface Killah","Say What You Want (All Day Everyday)[RELEASE]"
"Ol' Dirty Bastard","Say What You Want (All Day Everyday)[RELEASE]"
"Inspectah Deck","Say What You Want (All Day Everyday)[RELEASE]"
Raekwon,"Say What You Want (All Day Everyday)[RELEASE]"
U-God,"Say What You Want (All Day Everyday)[RELEASE]"
"Method Man","Say What You Want (All Day Everyday)[RELEASE]"
"Masta Killa","Say What You Want (All Day Everyday)[RELEASE]"
RZA,"Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
GZA,"Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
"Ghostface Killah","Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
"Ol' Dirty Bastard","Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
"Inspectah Deck","Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
Raekwon,"Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
U-God,"Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
"Method Man","Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
"Masta Killa","Vingthor The Hurler Vs Wu-Tang Clan Vol. 1 & 2[RELEASE]"
"Pharrell Williams",Lapdance[RELEASE]
"Chad Hugo",Lapdance[RELEASE]
"Shay Haley",Lapdance[RELEASE]
"Pharrell Williams","Even If Its So / Run To The Sun[RELEASE]"
"Chad Hugo","Even If Its So / Run To The Sun[RELEASE]"
"Shay Haley","Even If Its So / Run To The Sun[RELEASE]"
"Pharrell Williams","My Drive Thru[RELEASE]"
"Chad Hugo","My Drive Thru[RELEASE]"
"Shay Haley","My Drive Thru[RELEASE]"
"Pharrell Williams",Lemon[RELEASE]
"Chad Hugo",Lemon[RELEASE]
"Shay Haley",Lemon[RELEASE]
"Lloyd Banks","If I Can't / Poppin' Them Thangs[RELEASE]"
"Tony Yayo","If I Can't / Poppin' Them Thangs[RELEASE]"
"Young Buck","If I Can't / Poppin' Them Thangs[RELEASE]"
"The Game","If I Can't / Poppin' Them Thangs[RELEASE]"
"Kidd Kidd","If I Can't / Poppin' Them Thangs[RELEASE]"
"Lloyd Banks","Poppin Them Thang / Hey Ya[RELEASE]"
"Tony Yayo","Poppin Them Thang / Hey Ya[RELEASE]"
"Young Buck","Poppin Them Thang / Hey Ya[RELEASE]"
"The Game","Poppin Them Thang / Hey Ya[RELEASE]"
"Kidd Kidd","Poppin Them Thang / Hey Ya[RELEASE]"
"50 Cent","G-Unit Radio Part 3: Takin It To The Streets[RELEASE]"
"Lloyd Banks","G-Unit Radio Part 3: Takin It To The Streets[RELEASE]"
"Tony Yayo","G-Unit Radio Part 3: Takin It To The Streets[RELEASE]"
"Young Buck","G-Unit Radio Part 3: Takin It To The Streets[RELEASE]"
"The Game","G-Unit Radio Part 3: Takin It To The Streets[RELEASE]"
"Kidd Kidd","G-Unit Radio Part 3: Takin It To The Streets[RELEASE]"
"50 Cent","Gangsta Sh*t[RELEASE]"
"Lloyd Banks","Gangsta Sh*t[RELEASE]"
"Tony Yayo","Gangsta Sh*t[RELEASE]"
"Young Buck","Gangsta Sh*t[RELEASE]"
"The Game","Gangsta Sh*t[RELEASE]"
"Kidd Kidd","Gangsta Sh*t[RELEASE]"
"50 Cent","G-Unit Radio Part 6: Motion Picture Shit[RELEASE]"
"Lloyd Banks","G-Unit Radio Part 6: Motion Picture Shit[RELEASE]"
"Tony Yayo","G-Unit Radio Part 6: Motion Picture Shit[RELEASE]"
"Young Buck","G-Unit Radio Part 6: Motion Picture Shit[RELEASE]"
"The Game","G-Unit Radio Part 6: Motion Picture Shit[RELEASE]"
"Kidd Kidd","G-Unit Radio Part 6: Motion Picture Shit[RELEASE]"
"Lloyd Banks","50 Cent Is The Future[RELEASE]"
"Tony Yayo","50 Cent Is The Future[RELEASE]"
"Young Buck","50 Cent Is The Future[RELEASE]"
"The Game","50 Cent Is The Future[RELEASE]"
"Kidd Kidd","50 Cent Is The Future[RELEASE]"
"50 Cent","You Don't Know My Name / Stunt 101[RELEASE]"
"Lloyd Banks","You Don't Know My Name / Stunt 101[RELEASE]"
"Tony Yayo","You Don't Know My Name / Stunt 101[RELEASE]"
"Young Buck","You Don't Know My Name / Stunt 101[RELEASE]"
"The Game","You Don't Know My Name / Stunt 101[RELEASE]"
"Kidd Kidd","You Don't Know My Name / Stunt 101[RELEASE]"
"50 Cent","G-Unit Radio Part 14: Back To Business[RELEASE]"
"Lloyd Banks","G-Unit Radio Part 14: Back To Business[RELEASE]"
"Tony Yayo","G-Unit Radio Part 14: Back To Business[RELEASE]"
"Young Buck","G-Unit Radio Part 14: Back To Business[RELEASE]"
"The Game","G-Unit Radio Part 14: Back To Business[RELEASE]"
"Kidd Kidd","G-Unit Radio Part 14: Back To Business[RELEASE]"
"Lloyd Banks","G-Unit: Return Of The Body Snatchers Vol. 1[RELEASE]"
"Tony Yayo","G-Unit: Return Of The Body Snatchers Vol. 1[RELEASE]"
"Young Buck","G-Unit: Return Of The Body Snatchers Vol. 1[RELEASE]"
"The Game","G-Unit: Return Of The Body Snatchers Vol. 1[RELEASE]"
"Kidd Kidd","G-Unit: Return Of The Body Snatchers Vol. 1[RELEASE]"
"50 Cent","Ride Wit U / More & More[RELEASE]"
"Lloyd Banks","Ride Wit U / More & More[RELEASE]"
"Tony Yayo","Ride Wit U / More & More[RELEASE]"
"Young Buck","Ride Wit U / More & More[RELEASE]"
"The Game","Ride Wit U / More & More[RELEASE]"
"Kidd Kidd","Ride Wit U / More & More[RELEASE]"
"Lloyd Banks","G-Unit Radio Part 21: Hate It Or Love It[RELEASE]"
"Tony Yayo","G-Unit Radio Part 21: Hate It Or Love It[RELEASE]"
"Young Buck","G-Unit Radio Part 21: Hate It Or Love It[RELEASE]"
"The Game","G-Unit Radio Part 21: Hate It Or Love It[RELEASE]"
"Kidd Kidd","G-Unit Radio Part 21: Hate It Or Love It[RELEASE]"
A-Plus,"The Extravaganza / Looking Over A City[RELEASE]"
Phesto,"The Extravaganza / Looking Over A City[RELEASE]"
Opio,"The Extravaganza / Looking Over A City[RELEASE]"
Tajai,"The Extravaganza / Looking Over A City[RELEASE]"
A-Plus,"Get The Girl, Grab The Money & Run / Later On / In Front Of The Kids[RELEASE]"
Phesto,"Get The Girl, Grab The Money & Run / Later On / In Front Of The Kids[RELEASE]"
Opio,"Get The Girl, Grab The Money & Run / Later On / In Front Of The Kids[RELEASE]"
Tajai,"Get The Girl, Grab The Money & Run / Later On / In Front Of The Kids[RELEASE]"
A-Plus,"There Is Only Now[RELEASE]"
Phesto,"There Is Only Now[RELEASE]"
Opio,"There Is Only Now[RELEASE]"
Tajai,"There Is Only Now[RELEASE]"
"Lateef The Truth Speaker","The Extravaganza / Looking Over A City[RELEASE]"
"Lyrics Born","The Extravaganza / Looking Over A City[RELEASE]"
"Lateef The Truth Speaker","8 Point Agenda[RELEASE]"
"Lyrics Born","8 Point Agenda[RELEASE]"
RZA,"The Hell E.P.[RELEASE]"
"Prince Paul","The Hell E.P.[RELEASE]"
Frukwan,"The Hell E.P.[RELEASE]"
Poetic,"The Hell E.P.[RELEASE]"
"DJ Shadow","Hardcore (Instrumental) Hip Hop / Fully Charged On Planet X[RELEASE]"
"The Groove Robbers (2)","Hardcore (Instrumental) Hip Hop / Fully Charged On Planet X[RELEASE]"
